公司	簡稱	年/月	季別	合併(Y/N)	月份	幣別	  現金及約當現金	  透過損益按公允價值衡量之金融資產－流動	  合約資產－流動	  應收帳款及票據	  其他應收款	  資金貸予他人－流動	  存貨	  待出售非流動資產	  當期所得稅資產－流動	流動資產	  按攤銷後成本衡量之金融資產－非流動	  採權益法之長期股權投資	  預付投資款	  不動產廠房及設備	  商譽及無形資產合計	    遞延所得稅資產	    投資性不動產淨額	  其他非流動資產	非流動資產	資產總額	  短期借款	  透過損益按公允價值衡量之金融負債－流動	  合約負債－流動	  應付帳款及票據	  其他應付款	  當期所得稅負債	  與待出售非流動資產直接相關之負債	  一年內到期長期負債	流動負債	  透過損益按公允價值衡量之金融負債－非流動	  應付公司債－非流動	  銀行借款－非流動	  負債準備－非流動	  應計退休金負債	  遞延所得稅	非流動負債	負債總額	  股本	  資本公積合計	    法定盈餘公積	    特別盈餘公積	    未分配盈餘	  保留盈餘	  其他權益	  庫藏股票帳面值	母公司股東權益合計	共同控制下前手權益	合併前非屬共同控制股權	非控制權益	股東權益總額	負債及股東權益總額	營業收入淨額	營業成本	營業毛利	營業費用	  研究發展費	  預期信用減損（損失）利益－營業費用	營業利益	其他收入	其他利益及損失	財務成本	採權益法之關聯企業及合資損益之份額	預期信用減損（損失）利益	除列按攤銷後成本衡量金融資產淨損益	金融資產重分類淨損益	營業外收入及支出－其他	營業外收入及支出	稅前淨利	所得稅費用	繼續營業單位損益	停業單位損益	合併前非屬共同控制股權損益	其他損益調整項－非常項目及累計影響數	合併總損益	其他綜合損益－OCI	本期綜合損益總額	歸屬母公司淨利（損）	歸屬非控制權益淨利（損）	歸屬共同控制下前手權益淨利（損）	綜合損益歸屬母公司	綜合損益歸屬非控制權益	綜合損益歸屬共同控制下前手權益	每股盈餘	加權平均股數	發放特別股股息	稀釋稅後淨利	每股盈餘－完全稀釋	加權平均股數－稀釋	稅前息前淨利	稅前息前折舊前淨利	常續性稅後淨利	期末普通股－現金股利	期末普通股－股票股利	普通股每股現金股利（盈餘及公積）	  普通股每股現金股利－盈餘	  普通股每股現金股利－公積	普通股每股股票股利－盈餘	普通股每股股票股利－公積	資本公積－現金股利	資本公積轉增資－股票股利	  稅前淨利－CFO	  折舊－CFO	  攤提－CFO	來自營運之現金流量	  新增投資－CFI	  出售投資－CFI	  購置不動產廠房設備（含預付）－CFI	  處分不動產廠房設備（含預付）－CFI	投資活動之現金流量	  現金增（減）資－CFF	  支付現金股利－CFF	籌資活動之現金流量	匯率影響數	本期產生現金流量	期初現金及約當現金	期末現金及約當現金	預計稅額扣抵比率	稅額扣抵比率	BS透過損益按公允價值衡量之金融資產－流動(IFRS)	BS持有至到期日金融資產－非流動	BS透過損益按公允價值衡量之金融負債－流動(IFRS)	BS應付建造合約款	BS以成本衡量之金融負債－非流動	ROA(C)稅前息前折舊前	ROA(A)稅後息前	ROA(B)稅後息前折舊前	ROA－綜合損益	ROE(A)－稅後	稅前息前折舊前淨利率	ROE(B)－常續利益	ROE－綜合損益	營業毛利率	已實現銷貨毛利率	營業利益率	稅前淨利率	稅後淨利率	業外收支/營收	常續利益率－稅後	貝里比率	營業資產報酬率	員工人數	營業費用率	用人費用率	研究發展費用率	呆帳費用率	現金流量比率	有息負債利率	稅率(A)	稅率(B)	每股淨值(B)	每股淨值(A)	每股淨值(C)	每股淨值(F)－TSE公告數	常續性EPS	每股現金流量	每股營業額	每股營業利益	每股稅前淨利	每股綜合損益	季底每股稅前淨利	季底每股稅後淨利	營收成長率	營業毛利成長率	已實現銷貨毛利成長率	營業利益成長率	稅前淨利成長率	稅後淨利成長率	經常淨利成長率	常續淨利成長率	總資產成長率	淨值成長率	折舊性FA成長率	總資產報酬成長率	營收變動率	營業利益變動率	淨利變動率（單季）	稅前盈餘變動率	現金流量允當比	現金再投資比	流動比率	速動比率	利息支出率	利息支出率(B)	總負債/總淨值	負債比率	淨值/資產	長期資金適合率(A)	長短期借款	借款依存度	或有負債/淨值	利息保障倍數	內部保留比率	營運資金	股利支付率	存貨及應收帳款/淨值	應收帳款週轉次數	總資產週轉次數	平均收帳天數	存貨週轉率（次）	平均售貨天數	固定資產週轉次數	淨值週轉率（次）	應付帳款付現天數	淨營業週期（日）	季底收款天數	季底售貨天數	自由現金流量(D)	營運槓桿度	財務槓桿度	每人營收	每人營業利益	每人配備率	季底普通股市值	當季季底P/E	當季季底P/B	當季季底PSR	股利殖利率	現金股利率	Tobins Q	Tobins Q (A)	財報發布日	財報類別（1個別2個體3合併）	財報年月起日	財報年月迄日	市場別	交易所主產業代碼	交易所子產業代碼	TEJ主產業代碼	TEJ子產業代碼	財報附註TEJ是否完成Y/N
1101   	台泥         	201409	3	Y	09	NTD 	    27917164	      176032	           0	    27198035	     1430499	      320062	    10197101	           0	           0	    89472928	           0	     8331553	           0	   106972592	    19321443	           0	     6026963	    52890655	   193149997	   282622925	    27455949	           0	     3476283	     8668752	     8424316	     1443139	           0	    22308419	    78920574	           0	           0	    38750230	           0	      284462	     9889494	    50291316	   129211890	    36921759	    12226214	    11728778	    13051193	    22238255	    47018226	    15333991	           0	   111500190	           0	           0	    41910845	   153411035	   282622925	    88684641	    70005452	    18679189	     3512484	       29421	           -	    15166705	     1441947	     -244964	     1427905	      997683	           -	           -	           -	           0	      766761	    15933466	     3379050	    12554416	           0	           0	           0	    12554416	    -1382892	    11171524	     8244719	     4309697	           0	     6881333	     4290191	           0	        2.23	     3692176	           0	     8244719	        2.23	     3693555	    17361371	    22368798	    12418692	           -	           -	           -	           -	           -	           -	           -	           -	           -	    15933466	     4755689	      251738	    14288274	           0	           0	    -2316699	      264992	      539770	           0	   -11383461	   -12569253	      -52692	     2206099	    25711065	    27917164	        8.55	        8.55	      176032	           0	           0	           0	           0	        7.87	        4.86	        6.28	        3.95	        8.18	       25.22	        8.09	        7.28	       21.06	       21.06	       17.10	       17.97	       14.16	        0.86	       14.00	      531.79	       11.62	        9777	        3.96	        4.33	        0.03	           -	       18.10	        1.40	       21.21	       21.21	       30.20	       30.20	       30.20	       30.20	        2.86	        3.87	       24.02	        4.11	        4.32	        3.03	        4.32	        2.23	        6.99	       18.22	       18.22	       21.08	       18.31	       12.63	       12.63	       15.68	        3.91	        5.66	       -3.06	        0.51	           -	           -	           -	           -	           -	           -	      113.37	       93.98	       10.39	        1.47	       84.23	       45.72	       54.28	      179.64	    95439205	       62.21	        0.00	       12.16	           -	    10552354	           -	       24.38	        4.48	        0.42	       81.26	        9.58	       37.99	        1.09	        0.77	       33.34	       85.91	      186.67	       38.89	    22082351	           -	           -	        9071	        1551	       10941	   167255528	        7.99	        1.50	        1.37	        5.08	        5.08	        0.93	        0.93	2014/11/14  	           3	2014/01     	2014/09     	TSE         	M1100       	M1100       	11A         	11A         	Y
1102   	亞泥         	201409	3	Y	09	NTD 	     8000913	      857516	           0	    18997740	     2926987	           0	     8843802	           0	        2918	    57967112	      144279	    67727011	           0	    67653241	     5311323	      375751	    32611493	    50294687	   206017357	   263984469	    21847589	      986714	      858247	    10258832	     1627011	      471541	           0	    12415799	    60537507	           0	    20358329	    22918149	      274596	      179876	     5873208	    51289386	   111826893	    33614472	     1073113	    13251715	    59505623	    20015029	    92772367	     6354884	           0	   133814836	           0	           0	    18342740	   152157576	   263984469	    57234891	    49338081	     7896810	     2005522	           -	           -	     5890621	     1277306	       83873	     1246132	     3608646	           -	           -	           -	           0	     3723693	     9614314	     1375043	     8239271	           0	           0	           0	     8239271	    -1764294	     6474977	     7198698	     1040573	           0	     5247993	     1226984	           0	        2.29	     3143142	           0	     7295137	        2.12	     3433982	    10860446	    15039844	     7213363	           -	           -	           -	           -	           -	           -	           -	           -	           -	     9614314	     3951921	      227477	     7324312	     -214491	       10150	    -2674915	      334142	    -6717004	           0	    -5931673	   -11889650	       98513	   -11183829	    19184742	     8000913	        6.71	        8.80	      857516	           0	      986714	           0	           0	        5.32	        3.52	        4.45	        2.46	        5.40	       26.28	        4.73	        4.25	       13.80	       13.80	       10.29	       16.80	       14.40	        6.51	       12.60	      393.75	        8.42	        6952	        3.50	        6.33	           -	           -	       12.10	        1.45	       14.30	       14.30	       39.81	       39.81	       39.81	       39.81	        2.54	        2.33	       17.03	        1.75	        3.06	        2.06	        2.86	        2.14	       15.11	       47.26	       47.25	       60.59	       18.86	       14.66	       14.66	        0.26	        4.90	        4.61	           -	        0.61	           -	           -	           -	           -	           -	           -	       95.75	       77.14	       13.44	        2.22	       73.49	       42.36	       57.64	      288.88	    89602452	       58.89	        0.00	        8.72	           -	    -2570395	           -	       18.30	        4.19	        0.29	       86.97	        7.87	       46.22	        1.17	        0.50	       50.69	       82.50	      145.49	       48.78	    15695871	           -	           -	        8233	         847	        9731	   130592216	       10.27	        0.98	        1.69	        5.05	        4.54	        0.83	        0.83	2014/11/14  	           3	2014/01     	2014/09     	TSE         	M1100       	M1100       	11A         	11A         	Y
1103   	嘉泥         	201409	3	Y	09	NTD 	     2868579	     1706989	           0	      510375	       89591	      150988	     1117994	           0	        5162	    12611511	           0	     1097032	           0	     3423294	           0	      172035	     8373345	    10339053	    21294423	    33905934	     3034167	         174	       44616	      612592	      181861	       40087	           0	     1521272	     6052018	           0	           0	     6553485	       18954	       80370	     1572831	     8718498	    14770516	     7768285	      570096	     1957842	     2418255	     4154248	     8530345	     1482946	    -1149426	    17202246	           0	           0	     1933172	    19135418	    33905934	     2818004	     2664698	      153306	      360387	           0	           -	     -207081	      634983	      -56331	      138426	      -10214	           -	           -	           -	           0	      430012	      222931	       31495	      191436	           0	           0	           0	      191436	    -1333250	    -1141814	      150116	       41320	           0	    -1140794	       -1020	           0	        0.23	      645603	           0	      150116	        0.23	      646426	      361357	      639891	      247431	           -	           -	           -	           -	           -	           -	           -	           -	           -	      222931	      278534	           0	      265093	     -672967	           0	      -81123	       14882	    -2574347	           0	     -666667	     1842143	       41071	     -426040	     3294619	     2868579	       25.43	       25.43	     1706989	           0	         174	           0	           0	        2.07	        0.91	        1.76	       -3.39	        0.94	       22.71	        1.22	       -5.62	        5.44	        5.44	       -7.35	        7.91	        6.79	       15.26	        8.78	       42.54	        5.38	         586	       12.79	       11.94	        0.00	           -	        4.38	        1.36	       14.13	       14.13	       26.65	       26.65	       26.65	       26.65	        1.32	        0.41	        4.36	       -0.32	        0.35	       -1.77	        0.35	        0.23	        2.92	      492.02	      492.02	       40.70	       19.14	       -0.80	       -0.80	      505.75	       14.27	        9.59	      -10.19	       -0.04	           -	           -	           -	           -	           -	           -	      208.39	      150.83	       45.19	        4.92	       77.19	       43.56	       56.44	      750.41	    11712391	       61.21	        0.00	        2.61	           -	     6559493	           -	        8.51	        5.98	        0.11	       60.84	        2.92	      124.52	        1.07	        0.18	       65.40	      119.96	       42.84	      108.59	     4112178	           -	           -	        4809	        -353	        5842	    11535896	       11.07	        0.67	        2.65	        6.73	        6.73	        0.69	        0.69	2014/11/13  	           3	2014/01     	2014/09     	TSE         	M1100       	M1100       	11A         	11A         	Y
1101   	台泥         	201412	4	Y	12	NTD 	    30514042	      176865	           0	    26543620	     2150436	     1962202	    10470879	           0	           0	    96605816	           0	     7671335	     2120380	   108445563	    19542637	      696336	     6021296	    52093201	   196138016	   292743832	    22975404	           0	     2911537	     7267782	     8406652	     2226142	           0	    18347393	    68632044	           0	           0	    50457481	           0	      294307	    10078645	    62094107	   130726151	    36921759	    12225528	    11728778	    13050654	    24750795	    49530227	    19281356	           0	   117958870	           0	           0	    44058811	   162017681	   292743832	   118325809	    93453214	    24872595	     5014926	       38678	           -	    19857669	     2238679	     -240501	     1907215	     1250088	           -	           -	           -	           0	     1341051	    21198720	     4614844	    16583876	           0	           0	           0	    16583876	     3225651	    19809527	    10828868	     5755008	           0	    13340699	     6468828	           0	        2.93	     3692176	           0	    10828868	        2.93	     3694192	    23105935	    29782835	    16420654	     9193518	           0	        2.49	        2.49	        0.00	        0.00	        0.00	           0	           0	    21198720	     6331499	      345401	    19904673	    -2120380	           0	    -3701188	      320043	    -3015765	           0	   -11411828	   -11730774	     -355157	     4802977	    25711065	    30514042	        8.55	        8.55	      176865	           0	           0	           0	           0	       10.29	        6.31	        8.18	        6.89	       10.51	       25.17	       10.40	       12.55	       21.02	       21.02	       16.78	       17.92	       14.02	        1.13	       13.88	      495.97	       10.94	        8890	        4.24	        4.55	        0.03	           -	       29.00	        1.87	       21.77	       21.77	       31.95	       31.95	       31.95	       31.95	        2.89	        5.39	       32.05	        5.38	        5.74	        5.37	        5.74	        2.93	        1.92	        8.98	        8.98	       11.71	       13.94	        9.69	        9.69	       11.60	        3.56	        5.47	       -1.04	        0.37	           -	           -	           -	           -	       87.46	        2.82	      140.76	      117.97	       10.50	        1.50	       80.69	       44.66	       55.34	      195.93	    98150786	       60.58	        0.00	       12.12	       15.10	    27973772	       84.90	       22.85	        4.54	        0.41	       80.42	        9.46	       38.58	        1.09	        0.75	       30.65	       88.35	      190.03	       41.03	     8975377	        1.59	        1.10	       13310	        2234	       12199	   160240395	        7.62	        1.36	        1.35	        5.74	        5.74	        0.88	        0.88	2015/03/31  	           3	2014/01     	2014/12     	TSE         	M1100       	M1100       	11A         	11A         	Y
1102   	亞泥         	201412	4	Y	12	NTD 	    12739834	      743682	           0	    20154888	     2633755	           0	     9416977	           0	        1251	    70558875	      152468	    69755589	           0	    70586382	     5485677	      464876	    33351639	    51018484	   212260180	   282819055	    22816222	      561086	      674389	    10010006	      919929	      593984	           0	    16162537	    64989203	           0	    20954895	    26183195	      306021	      190518	     6827330	    56102626	   121091829	    33614472	     1073920	    13251715	    59505623	    22106583	    94863921	    12281251	           0	   141833564	           0	           0	    19893662	   161727226	   282819055	    77683281	    66553091	    11130190	     2881200	           -	           -	     8248404	     1579088	     1209572	     1667598	     4350273	           -	           -	           -	           0	     5471335	    13719739	     2813741	    10905998	           0	           0	           0	    10905998	     4827293	    15733291	     9361635	     1544363	           0	    13273390	     2459901	           0	        2.98	     3142158	           0	     9095181	        2.65	     3434183	    15387337	    21329234	     8399005	     7395184	           0	        2.20	        2.20	        0.00	        0.00	        0.00	           0	           0	    13719739	     5628378	      313519	    10642592	     -397688	       10150	    -4166990	       61718	   -12619151	           0	    -5931673	    -4566862	       98513	    -6444908	    19184742	    12739834	        6.71	        8.80	      743682	           0	      561086	           0	           0	        6.90	        4.51	        5.40	        5.77	        6.93	       27.46	        5.34	       10.00	       14.33	       14.33	       10.62	       17.66	       14.04	        7.04	       10.81	      386.30	        7.21	        6917	        3.71	        5.60	           -	           -	       16.38	        1.90	       20.51	       20.51	       42.19	       42.19	       42.19	       42.19	        2.04	        3.39	       23.11	        2.45	        4.37	        5.01	        4.08	        2.79	       10.70	       23.09	       23.08	       23.62	       -2.57	      -10.34	      -10.34	      -18.49	        7.78	        5.81	       14.76	       -0.10	           -	           -	           -	           -	       87.91	        1.71	      108.57	       90.87	       13.57	        2.19	       74.87	       42.82	       57.18	      295.90	    99358711	       61.44	        0.00	        9.23	       21.01	     5569672	       78.99	       18.29	        4.13	        0.28	       88.38	        7.70	       47.39	        1.17	        0.49	       49.56	       86.21	      149.93	       51.60	    10492955	        1.72	        1.25	       11231	        1192	       10205	   131096433	       11.69	        0.92	        1.70	        5.64	        5.64	        0.81	        0.81	2015/03/31  	           3	2014/01     	2014/12     	TSE         	M1100       	M1100       	11A         	11A         	Y
1103   	嘉泥         	201412	4	Y	12	NTD 	     3163688	     1671024	           0	      578836	      103463	      210017	     1148184	      147940	       14173	    12878015	           0	     1097147	           0	     3085890	           0	      219201	     8317724	     9952758	    20788464	    33666479	     1057801	           0	       41346	      629997	      226947	       44355	           0	     1121272	     3366245	           0	           0	     9096887	           0	       88703	     1633163	    11018176	    14384421	     7768285	      570096	     1957842	     2418255	     4014328	     8390425	     1774583	    -1149426	    17353963	           0	           0	     1928095	    19282058	    33666479	     3937686	     3718300	      219386	      478235	           0	           -	     -258849	      727550	     -248417	      193067	      -17916	           -	           -	           -	           0	      268150	        9301	      -44487	       53788	           0	           0	           0	       53788	    -1045280	     -991492	       16343	       37445	           0	     -988148	       -3344	           0	        0.03	      645602	           0	       16343	        0.03	      646018	      202368	      580155	      338138	      233049	           0	        0.30	        0.30	        0.00	        0.00	        0.00	           0	           0	        9301	      377787	           0	      463080	     -672967	           0	     -204870	       15884	    -2234527	           0	     -693869	     1561084	       79432	     -130931	     3294619	     3163688	       25.43	       25.43	     1671024	           0	           0	           0	           0	        2.58	        0.64	        2.42	       -2.96	        0.26	       14.73	        1.66	       -4.86	        5.57	        5.57	       -6.57	        0.24	        1.37	        6.81	        8.59	       45.87	       -2.42	         567	       12.15	       11.18	        0.00	           -	       13.76	        1.78	        0.00	     -478.30	       26.88	       26.88	       26.88	       26.88	        0.47	        0.72	        6.10	       -0.40	        0.01	       -1.54	        0.01	        0.03	       -7.75	       -6.62	       -6.62	     -162.22	      -99.31	      -95.83	      -95.83	      -47.75	        0.87	      -10.31	      -14.68	       -3.72	           -	           -	           -	           -	       38.74	       -0.68	      382.56	      280.30	       90.20	        4.91	       74.60	       42.73	       57.27	      919.64	    11511699	       59.70	        0.00	        1.05	    -1325.99	     9511770	     1425.99	        8.96	        5.95	        0.12	       61.39	        3.02	      120.79	        1.18	        0.19	       63.52	      118.66	       53.65	      113.86	      997759	       -1.40	        0.57	        6945	        -457	        5442	    10992116	       37.43	        0.63	        2.79	        2.12	        2.12	        0.67	        0.67	2015/03/30  	           3	2014/01     	2014/12     	TSE         	M1100       	M1100       	11A         	11A         	Y
1101   	台泥         	201503	1	Y	03	NTD 	    31406216	      146388	           0	    21758400	     1900085	     1260243	     9976103	           0	           0	    92471096	           0	     7779030	           0	   110651850	    19879896	           0	     6014636	    53353944	   197311739	   289782835	    26352924	           0	     2799819	     6927581	     8261256	     1597080	           0	    17427542	    69579858	           0	           0	    46330613	           0	      285564	    10173593	    57983520	   127563378	    36921759	    12225234	    11728778	    13050654	    25559573	    50339005	    18821699	           0	   118307697	           0	           0	    43911760	   162219457	   289782835	    21440142	    18579134	     2861008	     1167500	        6399	           -	     1693508	      222164	     -144549	      482383	      181127	           -	           -	           -	           0	     -223641	     1469867	      495349	      974518	           0	           0	           0	      974518	     -772223	      202295	      808778	      165740	           0	      349121	     -146826	           0	        0.22	     3692176	           0	      808778	        0.22	     3694012	     1952250	     3756369	      974518	           -	           -	           -	           -	           -	           -	           -	           -	           -	     1469867	     1711428	       92691	     6398140	           0	           0	     -818460	         754	    -2244075	           0	           0	    -3244859	      -17032	      892174	    30514042	    31406216	       10.57	       10.57	      146388	           0	           0	           0	           0	        1.27	        0.46	        0.97	        0.07	        0.60	       17.52	        0.60	        0.12	       13.34	       13.34	        7.90	        6.86	        4.55	       -1.04	        4.55	      245.05	        9.87	        8890	        5.45	        6.54	        0.03	           -	        9.20	        0.45	       33.70	       33.70	       32.04	       32.04	       32.04	       32.04	        2.65	        1.73	        5.81	        0.46	        0.40	        0.05	        0.40	        0.22	      -19.75	      -41.18	      -41.18	      -54.03	      -58.61	      -65.09	      -65.09	      -63.27	        1.41	        2.51	        2.91	       -0.59	           -	           -	           -	           -	           -	           -	      132.90	      109.30	       32.35	        2.01	       78.64	       44.02	       55.98	      188.47	    96235734	       59.32	        0.00	        4.44	           -	    22891238	           -	       19.56	        3.55	        0.29	      102.51	        7.27	       50.07	        0.78	        0.53	       34.76	      117.82	      183.13	       40.46	     7042711	           -	           -	        2412	         190	       12447	   162824918	        8.53	        1.38	        1.44	        5.65	        5.65	        0.89	        0.89	2015/05/15  	           3	2015/01     	2015/03     	TSE         	M1100       	M1100       	11A         	11A         	Y
1102   	亞泥         	201503	1	Y	03	NTD 	    10953430	      697518	           0	    18470659	     2822819	           0	     9759575	           0	        4592	    75530943	      150510	    70783859	           0	    69163983	     5404921	      448016	    33512898	    51014465	   212096147	   287627090	    23091087	      547028	      722535	     8393353	      908636	      555143	           0	    16137001	    67410775	           0	    19571451	    24439864	      312759	      191072	     6911988	    52981529	   120392304	    33614472	     1073920	    13251715	    59505623	    23591169	    96348507	    16468033	           0	   147504932	           0	           0	    19729854	   167234786	   287627090	    15362530	    13729956	     1632574	      593936	           -	           -	     1037375	      179735	       79844	      412287	      960033	           -	           -	           -	           0	      807325	     1844700	      302412	     1542288	           0	           0	           0	     1542288	     3927296	     5469584	     1468473	       73815	           0	     5633392	     -163808	           0	        0.47	     3141942	           0	     1517583	        0.44	     3432046	     2256987	     3713197	     1392126	           -	           -	           -	           -	           -	           -	           -	           -	           -	     1844700	     1374038	       82172	      349763	        -795	           0	     -892991	       12970	    -3612811	           0	           0	     1638054	     -161410	    -1786404	    12739834	    10953430	       10.84	       10.78	      697518	           0	      547028	           0	           0	        1.25	        0.66	        1.03	        1.92	        0.94	       24.17	        0.85	        3.33	       10.63	       10.62	        6.75	       12.01	       10.04	        5.26	        9.06	      274.87	        7.09	        6920	        3.87	        6.71	           -	           -	        0.52	        0.44	       16.39	       16.39	       43.88	       43.88	       43.88	       43.88	        2.13	        0.11	        4.57	        0.31	        0.59	        1.74	        0.55	        0.44	       -5.50	      -27.05	      -27.10	      -36.65	       -8.41	       -8.37	       -8.37	       10.70	       12.20	        8.99	           -	        0.01	           -	           -	           -	           -	           -	           -	      112.05	       93.41	       21.91	        2.69	       71.99	       41.86	       58.14	      305.43	   100275368	       59.96	        0.00	        5.47	           -	     8120168	           -	       16.88	        3.18	        0.22	      114.40	        5.73	       63.55	        0.88	        0.37	       60.99	      116.96	      143.06	       53.73	     -444989	           -	           -	        2220	         150	        9995	   132272939	       11.69	        0.90	        1.73	        5.59	        5.59	        0.81	        0.81	2015/05/15  	           3	2015/01     	2015/03     	TSE         	M1100       	M1100       	11A         	11A         	Y
1103   	嘉泥         	201503	1	Y	03	NTD 	     3152757	     1722900	           0	      367799	       88381	      192921	     1142911	           0	       14226	    12473368	           0	     1008126	           0	     2975333	           0	      219753	     8286434	     9903964	    20103882	    32577250	     1832998	           0	       35317	      387242	      155450	       47776	           0	      801272	     3618876	           0	           0	     8463311	           0	       88352	     1553295	    10309882	    13928758	     7768285	      570103	     1957842	     2418255	     3826548	     8202645	     1340053	    -1149426	    16731660	           0	           0	     1916832	    18648492	    32577250	      671355	      747020	      -75665	      110102	           0	           -	     -185767	       36706	       -2986	       52280	       -5220	           -	           -	           -	           0	      -23780	     -209547	      -26257	     -183290	           0	           0	           0	     -183290	     -450076	     -633366	     -187780	        4490	           0	     -622310	      -11056	           0	       -0.29	      645603	           0	     -187780	       -0.29	      645603	     -157267	      -73686	     -236618	           -	           -	           -	           -	           -	           -	           -	           -	           -	     -209547	       83581	           0	     -286182	           0	           0	      -38363	      147940	      334961	           0	           0	      -33339	      -26371	      -10931	     3163688	     3152757	       25.03	       25.03	     1722900	           0	           0	           0	           0	       -0.38	       -0.42	       -0.37	       -1.91	       -0.97	      -10.98	       -1.25	       -3.34	      -11.27	      -11.27	      -27.67	      -31.21	      -27.30	       -3.54	      -35.24	      -68.72	       -4.00	         567	       16.40	       14.34	        0.00	           -	       -7.91	        0.46	        0.00	           -	       25.92	       25.92	       25.92	       25.92	        0.14	       -0.44	        1.04	       -0.29	       -0.32	       -0.98	       -0.33	       -0.29	      -34.14	     -229.65	     -229.65	     -336.21	     -401.44	     -435.87	     -435.87	     -777.79	       -4.38	      -13.24	      -16.00	       -0.45	           -	           -	           -	           -	           -	           -	      344.68	      257.95	      -37.37	        7.79	       74.69	       42.76	       57.24	      911.22	    11447484	       61.39	        0.00	       -3.01	           -	     8854492	           -	        8.10	        5.67	        0.08	       64.16	        2.61	      139.55	        0.89	        0.14	       61.96	      141.75	       37.40	      122.57	      519206	           -	           -	        1184	        -328	        5248	    10720226	      164.13	        0.64	        2.99	        2.17	        2.17	        0.68	        0.68	2015/05/13  	           3	2015/01     	2015/03     	TSE         	M1100       	M1100       	11A         	11A         	Y
1101   	台泥         	201506	2	Y	06	NTD 	    35848634	      145919	           0	    21357337	     2288234	      449311	     9795623	           0	           0	    95602989	           0	     7565075	           0	   116103732	    21768685	           0	     6007919	    52974087	   204276458	   299879447	    23599288	           0	     2953886	     8810661	    20038258	     1060679	           0	    16650117	    78918446	           0	           0	    57936547	           0	      275535	    10670566	    69995144	   148913590	    36921759	    12225088	    12811665	    13050654	    17526297	    43388616	    17090614	           0	   109626077	           0	           0	    41339780	   150965857	   299879447	    46434327	    39655906	     6778421	     2167282	       10907	           -	     4611139	      874100	     -281991	      900633	      409761	           -	           -	           -	           0	      101237	     4712376	     1010013	     3702363	           0	           0	           0	     3702363	    -2911615	      790748	     3051907	      650456	           0	      861165	      -70417	           0	        0.83	     3692176	           0	     3051907	        0.83	     3694871	     5613009	     9197420	     3701246	           -	           -	           -	           -	           -	           -	           -	           -	           -	     4712376	     3402086	      182325	    11228717	           0	           0	     -977713	       26711	    -6211890	           0	    -2592626	     1179341	     -861576	     5334592	    30514042	    35848634	       10.57	       10.57	      145919	           0	           0	           0	           0	        3.07	        1.47	        2.48	        0.27	        2.37	       19.81	        2.37	        0.51	       14.60	       14.60	        9.93	       10.15	        7.97	        0.22	        7.97	      312.76	        8.01	        9768	        4.67	        5.50	        0.02	           -	       14.23	        0.82	       21.43	       21.43	       29.69	       29.69	       29.69	       29.69	        2.39	        3.04	       12.58	        1.25	        1.28	        0.21	        1.28	        0.83	      -20.75	      -43.54	      -43.54	      -52.08	      -52.10	      -51.41	      -51.41	      -50.55	        6.87	        2.35	       11.56	       -1.29	           -	           -	           -	           -	           -	           -	      121.14	       99.28	       18.43	        1.73	       98.64	       49.66	       50.34	      179.93	   103829505	       68.78	        0.40	        6.90	           -	    16684543	           -	       20.64	        3.88	        0.31	       93.87	        7.83	       46.51	        0.83	        0.59	       36.90	      103.48	      192.86	       41.27	    17598290	           -	           -	        4754	         472	       11886	   143810216	        8.96	        1.31	        1.35	        6.39	        6.39	        0.83	        0.83	2015/08/14  	           3	2015/01     	2015/06     	TSE         	M1100       	M1100       	11A         	11A         	Y
